text,label,language,text_translated,language_translated
Rudy Giuliani says documents on Joe Biden will be released ‘if I disappear’ https://t.co/V4vqiQPJ22,2,en,Rudy Giuliani says documents on Joe Biden will be released ‘if I disappear’ https://t.co/V4vqiQPJ22,en
"Rudy Giuliani Sought Role in Ukraine Bank Case While He Dug for Dirt - BBG

https://t.co/CfRi0VC4Zd",2,en,"Rudy Giuliani Sought Role in Ukraine Bank Case While He Dug for Dirt - BBG

https://t.co/CfRi0VC4Zd",en
Ruth Bader Ginsburg Hospitalized Again https://t.co/hjvKCX4Fs9,2,de,Ruth Bader Ginsburg Hospitalized Again https://t.co/hjvKX4Fs9,de
"Ruth Bader Ginsburg released from hospital, ‘doing well’ https://t.co/0w5j6BCUue",2,en,"Ruth Bader Ginsburg released from hospital, ‘doing well’ https://t.co/0w5j6BCUue",en
Sajid Javid to push for 'permanent equivalence' for City in Brexit talks https://t.co/ZYkqhJ6rPS,2,en,Sajid Javid to push for 'permanent equivalence' for City in Brexit talks https://t.co/ZYkqhJ6rPS,en
Sanders Says He Had Campaign Best $25 Million Haul in January,2,en,Sanders Says He Had Campaign Best $25 Million Haul in January,en
Sanders Targets Buttigieg Over His Ties to Billionaires,2,en,Sanders Targets Buttigieg Over His Ties to Billionaires,en
Sanders Ties Buttigieg to Billionaires: Campaign Update,2,en,Sanders Ties Buttigieg to Billionaires: Campaign Update,en
Sanders Tops Democratic Field in National Poll After Iowa,2,en,Sanders Tops Democratic Field in National Poll After Iowa,en
"Sanders, Buttigieg chase New Hampshire Democrats as Trump crashes the party https://t.co/6LPkGzpCf4",2,en,"Sanders, Buttigieg chase New Hampshire Democrats as Trump crashes the party https://t.co/6LPkGzpCf4",en
"Scoop: Trump administration pushing new drug spending cap - Axios

https://t.co/fItFGFFIE6",2,en,"Scoop: Trump administration pushing new drug spending cap - Axios

https://t.co/fItFGFFIE6",en
Scotland's First Minister Nicola Sturgeon says a standoff with Boris Johnson over a second Scottish independence re… https://t.co/XdyZ2BPgXW,2,en,Scotland's First Minister Nicola Sturgeon says a standoff with Boris Johnson over a second Scottish independence re… https://t.co/XdyZ2BPgXW,en
Scottish Finance Secretary Quits Hours Before Budget Speech,2,en,Scottish Finance Secretary Quits Hours Before Budget Speech,en
Scottish Nationalist Victory Sets Up Standoff Over Independence,2,en,Scottish Nationalist Victory Sets Up Standoff Over Independence,en
Seattle Holds Landmark Mobile Election in Wake of Iowa Failure,2,en,Seattle Holds Landmark Mobile Election in Wake of Iowa Failure,en
"Sen. Kamala Harris wants to ""modernize"" the school schedule, and is introducing a bill that would mean kids are at… https://t.co/huwT7iFNk0",2,en,"Sen. Kamala Harris wants to ""modernize"" the school schedule, and is introducing a bill that would mean kids are at… https://t.co/huwT7iFNk0",en
"Senate Chairmen Say Ukraine Meddling 'Not Debunked', Demand Docs From DNC Contractor  https://t.co/mmLk6LL2db",2,en,"Senate Chairmen Say Ukraine Meddling 'Not Debunked', Demand Docs From DNC Contractor  https://t.co/mmLk6LL2db",en
Senate Democrats Demand White House Testimony on Impeachment,2,en,Senate Democrats Demand White House Testimony on Impeachment,en
Senate Passes Bill To Support Hong Kong Protestors,2,en,Senate Passes Bill To Support Hong Kong Protestors,en
Senate to vote on calling witnesses in Trump impeachment https://t.co/xAUA1gGpXv,2,en,Senate to vote on calling witnesses in Trump impeachment https://t.co/xAUA1gGpXv,en
"Shortly after Mr. Trump’s election victory, for example, Mr. Clinesmith texted another official that “the crazies w… https://t.co/yXp7sXbzdk",2,en,"Shortly after Mr. Trump’s election victory, for example, Mr. Clinesmith texted another official that “the crazies w… https://t.co/yXp7sXbzdk",en
Singapore Government Again Uses Fake News Law on Opposition,2,en,Singapore Government Again Uses Fake News Law on Opposition,en
South Africa’s Economic Freedom Fighters Party Keeps Top Leaders,2,en,South Africa’s Economic Freedom Fighters Party Keeps Top Leaders,en
STATEMENT FROM THE DOMINICAN REPUBLIC MINISTER OF TOURISM FRANCISCO JAVIER GARCÍA  https://t.co/R4zUobXF8P,2,en,STATEMENT FROM THE DOMINICAN REPUBLIC MINISTER OF TOURISM FRANCISCO JAVIER GARCÍA  https://t.co/R4zUobXF8P,en
Stephen Poloz to step down as Bank of Canada governor https://t.co/OCK1beah3N,2,en,Stephen Poloz to step down as Bank of Canada governor https://t.co/OCK1beah3N,en
STURGEON: BREXITEERS `MESSED IT UP',2,en,STURGEON: BREXITEERS `MESSED IT UP',en
"Support for Impeachment is dropping like a rock, down into the 20’s in some Polls. Dems should now get down to work… https://t.co/O9sWK7ibHM",2,en,"Support for Impeachment is dropping like a rock, down into the 20’s in some Polls. Dems should now get down to work… https://t.co/O9sWK7ibHM",en
Tax Relief Leads Governors' 2020 Agendas (Radio),2,en,Tax Relief Leads Governors' 2020 Agendas (Radio),en
Taylor Caswell on the Political Impact of New Hampshire's Economy,2,en,Taylor Caswell on the Political Impact of New Hampshire's Economy,en
The bottom line among the Wall Street/Chicago Mercantile Exchange crowd is that Trump is a disgrace but Warren is a… https://t.co/vqRVjkNlo4,2,en,The bottom line among the Wall Street/Chicago Mercantile Exchange crowd is that Trump is a disgrace but Warren is a… https://t.co/vqRVjkNlo4,en
The Democratic presidential candidates' yearlong non-aggression pact is over https://t.co/NNO6gGgUVn,2,en,The Democratic presidential candidates' yearlong non-aggression pact is over https://t.co/NNO6gGgUVn,en
The Democrats’ 3 worst ideas https://t.co/kUY9I5XCdt by @rickjnewman https://t.co/OzJIrjUT1d,2,en,The Democrats’ 3 worst ideas https://t.co/kUY9I5XCdt by @rickjnewman https://t.co/OzJIrjUT1d,en
The facts pile up against Trump in impeachment inquiry https://t.co/KUrEwa9azu,2,en,The facts pile up against Trump in impeachment inquiry https://t.co/KUrEwa9azu,en
The final TV debate between Boris Johnson and Jeremy Corbyn is about to begin. Follow live updates and analysis her… https://t.co/q99eviKh62,2,en,The final TV debate between Boris Johnson and Jeremy Corbyn is about to begin. Follow live updates and analysis her… https://t.co/q99eviKh62,en
The first challenges to Benjamin Netanyahu’s continued rule have started to roll in https://t.co/2C37NAOovs,2,en,The first challenges to Benjamin Netanyahu’s continued rule have started to roll in https://t.co/2C37NAOovs,en
"The Impeachment Scam is driving Republican Poll Numbers UP, UP, UP! Thank you Shifty.",2,en,"The Impeachment Scam is driving Republican Poll Numbers UP, UP, UP! Thank you Shifty.",en
The Justice Department urged the Supreme Court to hear President Trump’s bid to prevent his tax returns from being… https://t.co/1i63ccjsaO,2,en,The Justice Department urged the Supreme Court to hear President Trump’s bid to prevent his tax returns from being… https://t.co/1i63ccjsaO,en
The latest Eastern European politician to face accusations of plagiarism is the Serbian finance minister https://t.co/tonWgjPsIo,2,en,The latest Eastern European politician to face accusations of plagiarism is the Serbian finance minister https://t.co/tonWgjPsIo,en
"The leader of Angela Merkel’s Christian Democratic Union may have thwarted her critics for now, but a raucous speec… https://t.co/STDKAszBJJ",2,en,"The leader of Angela Merkel’s Christian Democratic Union may have thwarted her critics for now, but a raucous speec… https://t.co/STDKAszBJJ",en
The most compelling political images of the week https://t.co/2Lk6hwGhKF https://t.co/a0Rq7FxCEN,2,en,The most compelling political images of the week https://t.co/2Lk6hwGhKF https://t.co/a0Rq7FxCEN,en
The New Hampshire primaries are tomorrow and Democrats have been competing over independent voters. Pete Buttigie… https://t.co/ArKS7vfjpC,2,en,The New Hampshire primaries are tomorrow and Democrats have been competing over independent voters. Pete Buttigie… https://t.co/ArKS7vfjpC,en
The results of Hong Kong's district council elections show the city’s 7.4 million people remain firmly on the side… https://t.co/QQ0DzGVflB,2,en,The results of Hong Kong's district council elections show the city’s 7.4 million people remain firmly on the side… https://t.co/QQ0DzGVflB,en
"The Trump administration announced a plan Wednesday to end food-stamp benefits for about 700,000 Americans https://t.co/0SHXpOpFEF",2,en,"The Trump administration announced a plan Wednesday to end food-stamp benefits for about 700,000 Americans https://t.co/0SHXpOpFEF",en
The Trump administration is changing a key exemption to America's trade-remedy laws to make it easier to penalize s… https://t.co/3ojMuLQBe6,2,en,The Trump administration is changing a key exemption to America's trade-remedy laws to make it easier to penalize s… https://t.co/3ojMuLQBe6,en
The Trump administration is changing a key exemption to America's trade-remedy laws to make it easier to penalize s… https://t.co/AlAt4Ftgdm,2,en,The Trump administration is changing a key exemption to America's trade-remedy laws to make it easier to penalize s… https://t.co/AlAt4Ftgdm,en
"The U.K.'s Women's Equality Party says politicians are letting them down ahead of #generalelection2019.

We spoke t… https://t.co/BBCVp5XEzx",2,en,"The U.K.'s Women's Equality Party says politicians are letting them down ahead of #generalelection2019.

We spoke t… https://t.co/BBCVp5XEzx",en
The U.S. House voted to require states with a history of voter suppression to get federal approval for election-law… https://t.co/4zFzOFwlzx,2,en,The U.S. House voted to require states with a history of voter suppression to get federal approval for election-law… https://t.co/4zFzOFwlzx,en
The UK General Election – Johnson Wins with an Emphatic Majority,2,en,The UK General Election – Johnson Wins with an Emphatic Majority,en
The Unspoken Truth: What Impeachment Exposed About Trump and 2020 https://t.co/pYTYBcD55I,2,en,The Unspoken Truth: What Impeachment Exposed About Trump and 2020 https://t.co/pYTYBcD55I,en
The White House is considering more aggressive strategies in Venezuela as Trump is losing confidence that oppositio… https://t.co/n0H1QNAHcg,2,en,The White House is considering more aggressive strategies in Venezuela as Trump is losing confidence that oppositio… https://t.co/n0H1QNAHcg,en
"There are Democrats that can win 2020 election, billionaire Trump-ally Tom Barrack says https://t.co/USRsmOtFkw",2,en,"There are Democrats that can win 2020 election, billionaire Trump-ally Tom Barrack says https://t.co/USRsmOtFkw",en
This week in Trumponomics: Wowsa https://t.co/xzddnI5ZJS by @rickjnewman https://t.co/QgiJR8PisP,2,en,This week in Trumponomics: Wowsa https://t.co/xzddnI5ZJS by @rickjnewman https://t.co/QgiJR8PisP,en
Today in Brexit: European Union members are ratcheting up their negotiating demands https://t.co/Qnh48BCc2l,2,en,Today in Brexit: European Union members are ratcheting up their negotiating demands https://t.co/Qnh48BCc2l,en
Top Trump Adviser Says U.K. Slips Behind EU in Trade Priorities,2,en,Top Trump Adviser Says U.K. Slips Behind EU in Trade Priorities,en
"Tory Win Will Encourage U.K. House-Price Gains, Rightmove Says",2,en,"Tory Win Will Encourage U.K. House-Price Gains, Rightmove Says",en
"Trudeau ""Open"" To Handing Out Taxpayer-Funded Heroin To Vancouver Addicts https://t.co/1oxQPgvKmC",2,en,"Trudeau ""Open"" To Handing Out Taxpayer-Funded Heroin To Vancouver Addicts https://t.co/1oxQPgvKmC",en
Trudeau's Finance Chief Says Coronavirus Will Take 'Real' Toll,2,en,Trudeau's Finance Chief Says Coronavirus Will Take 'Real' Toll,en
Trump Attacked Boris Johnson Over Huawei in Heated Phone Call,2,en,Trump Attacked Boris Johnson Over Huawei in Heated Phone Call,en
Trump Beats Congressional Democrats’ Emoluments Lawsuit,2,ca,Trump Beats Congressional Democrats’ Emulations Laws,en
Trump brings a third case over his financial records to the Supreme Court https://t.co/1COXcKDqs7,2,en,Trump brings a third case over his financial records to the Supreme Court https://t.co/1COXcKDqs7,en
Trump budget proposes $150 million for creation of uranium reserve,2,en,Trump budget proposes $150 million for creation of uranium reserve,en
Trump Budget Sets Up Clash With $4 Billion Cut for Warships,2,en,Trump Budget Sets Up Clash With $4 Billion Cut for Warships,en
Trump Calls Hong Kong Protests 'Complicating Factor' in Trade Talks -- Update #economy #MarketScreener… https://t.co/l2ydO9abR7,2,en,Trump Calls Hong Kong Protests 'Complicating Factor' in Trade Talks -- Update #economy #MarketScreener… https://t.co/l2ydO9abR7,en
Trump Grabs Spotlight Ahead of New Hampshire Democratic Primary,2,en,Trump Grabs Spotlight Ahead of New Hampshire Democratic Primary,en
Trump has asked the Supreme Court to stop Deutsche Bank and Capital One from handing over his financial records to… https://t.co/ljpUQlkKhr,2,en,Trump has asked the Supreme Court to stop Deutsche Bank and Capital One from handing over his financial records to… https://t.co/ljpUQlkKhr,en
Trump has complied with a court order to pay $2 million in damages after he admitted misusing his personal charitab… https://t.co/m96hnX4zG0,2,en,Trump has complied with a court order to pay $2 million in damages after he admitted misusing his personal charitab… https://t.co/m96hnX4zG0,en
"Trump Impeachment Drama Not Changing Minds, New Polls Show",2,en,"Trump Impeachment Drama Not Changing Minds, New Polls Show",en
Trump Impeachment Fury Sows Fear of Payback Among Diplomats,2,en,Trump Impeachment Fury Sows Fear of Payback Among Diplomats,en
"Trump is considering executive action to cut drug prices ahead of the 2020 election, officials familiar with the ma… https://t.co/XjDXo3QIIJ",2,en,"Trump is considering executive action to cut drug prices ahead of the 2020 election, officials familiar with the ma… https://t.co/XjDXo3QIIJ",en
Trump Is Still Studying Ways to Crack Down on Chinese Stocks,2,en,Trump Is Still Studying Ways to Crack Down on Chinese Stocks,en
Trump looks to kill student loan forgiveness program,2,no,Jump to Kill Student Loan Program,en
Trump Offensive Leaves Iran’s Hardliners Ascendant as Poll Nears,2,en,Trump Offensive Leaves Iran’s Hardliners Ascendant as Poll Nears,en
Trump Plans to Attend World Economic Forum in Davos Next Month,2,en,Trump Plans to Attend World Economic Forum in Davos Next Month,en
"Trump proposes cutting Amtrak funding, boosting money for infrastructure https://t.co/xJmhtvkMf2 https://t.co/bLIt1CUTVz",2,en,"Trump proposes cutting Amtrak funding, boosting money for infrastructure https://t.co/xJmhtvkMf2 https://t.co/bLIt1CUTVz",en
"Trump rally was a winter boost for NJ summer resort but he still has to pay for it, mayor says https://t.co/QxnqCfYNlX",2,en,"Trump rally was a winter boost for NJ summer resort but he still has to pay for it, mayor says https://t.co/QxnqCfYNlX",en
TRUMP SAYS GOING TO TAKE 'GOOD LOOK' AT HONG KONG BILL,2,de,TRUMP SAYS GOING TO TAKE 'good look' AT HONG KONG BILL,so
Trump Says He’s ‘Strongly’ Considering Impeachment Testimony,2,en,Trump Says He’s ‘Strongly’ Considering Impeachment Testimony,en
Trump Sets Up Clash in Congress With $4 Billion Cut for Warships,2,en,Trump Sets Up Clash in Congress With $4 Billion Cut for Warships,en
Trump urged the U.S. Supreme Court to block a House subpoena for 8 years of his financial records https://t.co/H1ri2xARmc,2,en,Trump urged the U.S. Supreme Court to block a House subpoena for 8 years of his financial records https://t.co/H1ri2xARmc,en
Trump Vengeance Illuminates Legislative Branch Weakness (Radio),2,en,Trump Vengeance Illuminates Legislative Branch Weakness (Radio),en
Trump wants to extend his tax overhaul. What it means for you https://t.co/oyZkB8XSSR,2,en,Trump wants to extend his tax overhaul. What it means for you https://t.co/oyZkB8XSSR,en
Trump Wins Suit Over Records of Meetings With Foreign Leaders,2,en,Trump Wins Suit Over Records of Meetings With Foreign Leaders,en
"Trump Withholding $823 Million for Clean Energy, Democrats Say",2,en,"Trump Withholding $823 Million for Clean Energy, Democrats Say",en
Trump: 'Exports would zoom' if Fed lowers rates,2,en,Trump: 'Exports would zoom' if Fed lowers rates,en
Trump: Here's My New Plan For Your Student Loans,2,en,Trump: Here's My New Plan For Your Student Loans,en
Trump’s ‘America First’ Tensions Exposed as Defense Secretary Ends Asia Trip,2,en,Trump’s ‘America First’ Tensions Exposed as Defense Secretary Ends Asia Trip,en
Trump’s Acquittal Boxes In Republicans,2,en,Trump’s Acquittal Boxes In Republicans,en
Trump’s Plea to Black Voters Showcases Find-Just-a-Few Strategy,2,en,Trump’s Plea to Black Voters Showcases Find-Just-a-Few Strategy,en
"Trump-branded properties lost value since the 2016 election, study shows",2,en,"Trump-branded properties lost value since the 2016 election, study shows",en
Trump's $4.8 trillion budget gets chilly reception from Congress,2,en,Trump's $4.8 trillion budget gets chilly reception from Congress,en
Trump's $4.8 trillion budget likely to get thumbs-down from Congress,2,en,Trump's $4.8 trillion budget likely to get thumbs-down from Congress,en
Trump's $4.8 trillion budget likely to get thumbs-down from Congress #economy #MarketScreener… https://t.co/sC5zHKdtiv,2,en,Trump's $4.8 trillion budget likely to get thumbs-down from Congress #economy #MarketScreener… https://t.co/sC5zHKdtiv,en
Trump's campaigning on the roaring economy. Here's how Democrats plan to stop him. - NBC News,2,en,Trump's campaigning on the roaring economy. Here's how Democrats plan to stop him. - NBC News,en
"Trump's Defense Budget Proposal Focuses on Nukes, Research",2,en,"Trump's Defense Budget Proposal Focuses on Nukes, Research",en
Trumps FY2021 budget proposal plans 0.3% rise in defense spending,2,af,Trumps FY2021 budget proposed plans 0.3% rise in defence spending,en
Trump's Impossible Fight To Stop Theft Of Ideas https://t.co/2WWs59v0V3,2,en,Trump's Impossible Fight To Stop Theft Of Ideas https://t.co/2WWs59v0V3,en
"Trump's personal lawyer, Rudy Giuliani, suggests he has dirt on the Biden family that would be released were he to… https://t.co/sHhvEx2cNA",2,en,"Trump's personal lawyer, Rudy Giuliani, suggests he has dirt on the Biden family that would be released were he to… https://t.co/sHhvEx2cNA",en
Trump's proposed budget would kill a loan program that an electric-truck company is counting on to revive an Ohio f… https://t.co/fCqbeQJNdE,2,en,Trump's proposed budget would kill a loan program that an electric-truck company is counting on to revive an Ohio f… https://t.co/fCqbeQJNdE,en
U.K. Moves Toward Brexit After Tory Win,2,en,U.K. Moves Toward Brexit After Tory Win,en
U.K. Names Pierce Envoy to U.S. at Critical Time for Allies,2,en,U.K. Names Pierce Envoy to U.S. at Critical Time for Allies,en
U.K. Rainmakers Eye Return to Dealmaking After Tory Election Win,2,en,U.K. Rainmakers Eye Return to Dealmaking After Tory Election Win,en
U.K.'s Gove Warns Industry to Brace for Strict Border Controls,2,en,U.K.'s Gove Warns Industry to Brace for Strict Border Controls,en
U.S. counterintelligence chief warns of meddling after Iowa caucus confusion https://t.co/pqoyh8jQ5m,2,en,U.S. counterintelligence chief warns of meddling after Iowa caucus confusion https://t.co/pqoyh8jQ5m,en
U.S. House Democrats claim victory in revamping U.S.-Mexico-Canada trade pact #economy #MarketScreener… https://t.co/vP6tfJeMkE,2,en,U.S. House Democrats claim victory in revamping U.S.-Mexico-Canada trade pact #economy #MarketScreener… https://t.co/vP6tfJeMkE,en
"U.S. Is Open to Dialogue With Iran, Special Envoy Hook Says",2,en,"U.S. Is Open to Dialogue With Iran, Special Envoy Hook Says",en
U.S. officials are signaling the EU might be an easier target than Britain for a quick outcome aimed at avoiding a… https://t.co/L0oYoaPtzV,2,en,U.S. officials are signaling the EU might be an easier target than Britain for a quick outcome aimed at avoiding a… https://t.co/L0oYoaPtzV,en
U.S. officials are signaling the European Union might be an easier target than the U.K. for a quick outcome aimed a… https://t.co/c5D7GJJbPf,2,en,U.S. officials are signaling the European Union might be an easier target than the U.K. for a quick outcome aimed a… https://t.co/c5D7GJJbPf,en
U.S. Open to Dialogue With Iran: Hook,2,en,U.S. Open to Dialogue With Iran: Hook,en
UK politicians face ‘steep learning curve’ on EU trade https://t.co/TD3IHQEPMY,2,en,UK politicians face ‘steep learning curve’ on EU trade https://t.co/TD3IHQEPMY,en
"Ukraine, Trump, & Biden - The Real Story Behind ""Ukrainegate"" https://t.co/Qf8APlLO01",2,en,"Ukraine, Trump, & Biden - The Real Story Behind ""Ukrainegate"" https://t.co/Qf8APlLO01",en
UK's Labour vows action on 'tax and wage cheat' multinationals #Amazoncom #Stock #MarketScreener… https://t.co/k7k8nJMXll,2,en,UK's Labour vows action on 'tax and wage cheat' multinationals #Amazoncom #Stock #MarketScreener… https://t.co/k7k8nJMXll,en
UN convention pushes for recognition of educational qualifications https://t.co/Od6UFKeauF,2,en,UN convention pushes for recognition of educational qualifications https://t.co/Od6UFKeauF,en
United Nations Global Compact : issues new report to help companies advance human rights… https://t.co/wdhiWiAvpe,2,en,United Nations Global Compact : issues new report to help companies advance human rights… https://t.co/wdhiWiAvpe,en
UPDATE 3-UK's Johnson drops corporate tax cut plan in bid to woo voters,2,en,UPDATE 3-UK's Johnson drops corporate tax cut plan in bid to woo voters,en
Uruguay’s conservative opposition on track for victory https://t.co/Z0BHiTjY9w,2,en,Uruguay’s conservative opposition on track for victory https://t.co/Z0BHiTjY9w,en
"US President Trump's reelection campaign ran more than 6,000 Facebook ads mentioning impeachment during the first w… https://t.co/9iTISFVTtt",2,en,"US President Trump's reelection campaign ran more than 6,000 Facebook ads mentioning impeachment during the first w… https://t.co/9iTISFVTtt",en
US-Israel Defense Treaty Gaining Steam After Pompeo & Netanyahu Meet https://t.co/0XrSTij9l0,2,en,US-Israel Defense Treaty Gaining Steam After Pompeo & Netanyahu Meet https://t.co/0XrSTij9l0,en
"Venture capitalists, start-up founders and tech workers have warmed to Pete Buttigieg
https://t.co/LKfaGuIMNO",2,en,"Venture capitalists, start-up founders and tech workers have warmed to Pete Buttigieg
https://t.co/LKfaGuIMNO",en
Vice President Mike Pence made an unannounced visit to Iraq on Saturday aimed at reassuring Kurdish allies in the U… https://t.co/Lj34teAEUG,2,en,Vice President Mike Pence made an unannounced visit to Iraq on Saturday aimed at reassuring Kurdish allies in the U… https://t.co/Lj34teAEUG,en
Vladimir Putin says returning control of Ukraine’s eastern border to Ukrainian forces could lead to a genocide simi… https://t.co/3rEkTNWGQQ,2,en,Vladimir Putin says returning control of Ukraine’s eastern border to Ukrainian forces could lead to a genocide simi… https://t.co/3rEkTNWGQQ,en
"Voters in Iowa have been queueing this week for photographs with Elizabeth Warren's golden retriever, Bailey
https://t.co/c1qgOYWnk6",2,en,"Voters in Iowa have been queueing this week for photographs with Elizabeth Warren's golden retriever, Bailey
https://t.co/c1qgOYWnk6",en
Wall: UK Government Drive for Pro-Business Budget,2,en,Wall: UK Government Drive for Pro-Business Budget,en
"Watch this tense exchange between former VP Joe Biden and an Iowa voter. Biden appears to call the man “fat,” but h… https://t.co/58DVgg0qvD",2,en,"Watch this tense exchange between former VP Joe Biden and an Iowa voter. Biden appears to call the man “fat,” but h… https://t.co/58DVgg0qvD",en
Watch: Senate debates critical witness vote in Trump's impeachment trial https://t.co/cgp4SZCPtH,2,en,Watch: Senate debates critical witness vote in Trump's impeachment trial https://t.co/cgp4SZCPtH,en
WATCH: Trump participates in a small business round table discussion  https://t.co/hMmj9OaAw3,2,en,WATCH: Trump participates in a small business round table discussion  https://t.co/hMmj9OaAw3,en
WATCH: Trump sits in on a listening session with tobacco executives and public health groups over the vaping epidem… https://t.co/kNUteb1X4x,2,en,WATCH: Trump sits in on a listening session with tobacco executives and public health groups over the vaping epidem… https://t.co/kNUteb1X4x,en
"We should never underestimate the political commitment to the euro, says Financial Times’ @martinwolf_ to our host… https://t.co/j7hXUWAcau",2,en,"We should never underestimate the political commitment to the euro, says Financial Times’ @martinwolf_ to our host… https://t.co/j7hXUWAcau",en
"We Urge People to Cut Ties With the Violence, Says Democratic Alliance’s Chow",2,en,"We Urge People to Cut Ties With the Violence, Says Democratic Alliance’s Chow",en
What Boris Johnson and Jeremy Corbyn are promising for the Christmas Brexit election https://t.co/nZnEcJZ0fz,2,en,What Boris Johnson and Jeremy Corbyn are promising for the Christmas Brexit election https://t.co/nZnEcJZ0fz,en
What is driving Sinn FÃƒÂ©in's electoral surge in Ireland? https://t.co/bP3Quxb6p2,2,en,What is driving Sinn FÃƒÂ©in's electoral surge in Ireland? https://t.co/bP3Quxb6p2,en
What the general election could mean for the pound https://t.co/HrUdau7oNm by @OscarWGrut https://t.co/bqXrwJIoVW,2,en,What the general election could mean for the pound https://t.co/HrUdau7oNm by @OscarWGrut https://t.co/bqXrwJIoVW,en
Where’s the Fake Whistleblower? Where’s Whistleblower number 2? Where’s the phony informer who got it all wrong?,2,en,Where’s the Fake Whistleblower? Where’s Whistleblower number 2? Where’s the phony informer who got it all wrong?,en
"White House calls for biggest NASA budget in decades to reach the moon, Mars",2,en,"White House calls for biggest NASA budget in decades to reach the moon, Mars",en
Why a Trump win would be worse for markets than a Warren win,2,en,Why a Trump win would be worse for markets than a Warren win,en
Why a Trump win would be worse for markets than a Warren win https://t.co/BAghX3ybF8 by @SibileTV https://t.co/qA6dReA7jo,2,en,Why a Trump win would be worse for markets than a Warren win https://t.co/BAghX3ybF8 by @SibileTV https://t.co/qA6dReA7jo,en
William Barr Is Attacking His Own Department,2,en,William Barr Is Attacking His Own Department,en
"With Brexit, the U.K. tops many other countries in economic and policy uncertainty. Consult the FRED Blog for a wor… https://t.co/w6CiArctyI",2,en,"With Brexit, the U.K. tops many other countries in economic and policy uncertainty. Consult the FRED Blog for a wor… https://t.co/w6CiArctyI",en
��🇰 Hong Kong’s pro-democracy candidates won an overwhelming victory in district council elections on Sunday after m… https://t.co/XMf6MwQRp5,2,en,��🇰 Hong Kong’s pro-democracy candidates won an overwhelming victory in district council elections on Sunday after m… https://t.co/XMf6MwQRp5,en
G20 financial officials see need for joint action against coronavirus - statement #economy #MarketScreener… https://t.co/Nh97LZqkqT,2,en,G20 financial officials see need for joint action against coronavirus - statement #economy #MarketScreener… https://t.co/Nh97LZqkqT,en
Ireland's finance minister expects two billion euro in extra health spending #economy #MarketScreener… https://t.co/GA4wDK0R9F,2,en,Ireland's finance minister expects two billion euro in extra health spending #economy #MarketScreener… https://t.co/GA4wDK0R9F,en
Kudlow says Fed should take bolder action on interest rates,2,en,Kudlow says Fed should take bolder action on interest rates,en
"Kudlow Claims Fed Still Has ""Ultimate Bazooka""  https://t.co/XiWVnv4ruL",2,en,"Kudlow Claims Fed Still Has ""Ultimate Bazooka""  https://t.co/XiWVnv4ruL",en
Republican and Democratic senators urge Jerome Powell to defend the independence of the Fed https://t.co/JlY4ERQqBi,2,en,Republican and Democratic senators urge Jerome Powell to defend the independence of the Fed https://t.co/JlY4ERQqBi,en
"Trump economic adviser Larry Kudlow says he supports a proposal for the U.S. to sell ""war bonds"" to finance the fig… https://t.co/xFapzngeGJ",2,en,"Trump economic adviser Larry Kudlow says he supports a proposal for the U.S. to sell ""war bonds"" to finance the fig… https://t.co/xFapzngeGJ",en
Trump Fed nominee faces bi-partisan doubters #economy #MarketScreener https://t.co/Iup5iHbuWL https://t.co/c7tMWwk3md,2,en,Trump Fed nominee faces bi-partisan doubters #economy #MarketScreener https://t.co/Iup5iHbuWL https://t.co/c7tMWwk3md,en
Trump Fed nominee Shelton apologises for likening currency forger to Rosa Parks #economy #MarketScreener… https://t.co/jz4YDJrpPF,2,en,Trump Fed nominee Shelton apologises for likening currency forger to Rosa Parks #economy #MarketScreener… https://t.co/jz4YDJrpPF,en
Trump praises Powell as he says Fed chief has more 'arrows' in quiver https://t.co/rSqusNXnaF,2,en,Trump praises Powell as he says Fed chief has more 'arrows' in quiver https://t.co/rSqusNXnaF,en
Trump said he called Federal Reserve Chairman Jerome Powell on Monday to thank him for his efforts to fight an econ… https://t.co/nb39etuehS,2,en,Trump said he called Federal Reserve Chairman Jerome Powell on Monday to thank him for his efforts to fight an econ… https://t.co/nb39etuehS,en
"U.S. Treasury Secretary Steven Mnuchin says G-7 counterparts and central bankers vow to do ""whatever is necessary""… https://t.co/V0dVGlnnr1",2,en,"U.S. Treasury Secretary Steven Mnuchin says G-7 counterparts and central bankers vow to do ""whatever is necessary""… https://t.co/V0dVGlnnr1",en
Credit Suisse Ousts CEO In Boardroom Clash: Martinuzzi (Radio),0,en,Credit Suisse Ousts CEO In Boardroom Clash: Martinuzzi (Radio),en
Ford shakes up top management 3 days after weak profit outlook,0,en,Ford shakes up top management 3 days after weak profit outlook,en
Ford shakes up top management three days after weak profit outlook,0,en,Ford shakes up top management three days after weak profit outlook,en
Ted Baker Chairman David Bernstein and CEO Lindsay Page are quitting after the British retailer slashed its full-year earnings… https://t.co/41jQ6Ni4ME,0,en,Ted Baker Chairman David Bernstein and CEO Lindsay Page are quitting after the British retailer slashed its full-year earnings… https://t.co/41jQ6Ni4ME,en
The head of loan trading at UBS was terminated after engaging in an allegedly improper transaction https://t.co/3uMpB70a99,0,en,The head of loan trading at UBS was terminated after engaging in an allegedly improper transaction https://t.co/3uMpB70a99,en
Credit Suisse CDS jump after CEO Thiam quits,1,en,Credit Suisse CDS jump after CEO Thiam quits,en
